,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanchonete Kidelícia,,,,-67,,"-129,04",-50,,,,,,,,,,,,,,,,,,,,
Long Lanchonete,"-44,5",,,"-26,5",,-36,-119,,,,,,,,,,,,,,,,,,,,
Long Lanchonete,,,,"-26,5",,,-15,,,,,,,,,,,,,,,,,,,,
Long Lanchonete,,,,-17,,,-50,,,,,,,,,,,,,,,,,,,,
Long Lanchonete,,,,-17,,,"-74,95",,,,,,,,,,,,,,,,,,,,
Marta Cristina Raphael,,,,,"-45,15",,-30,,,,,,,,,,,,,,,,,,,,
Mauri Leme de Camargo,,,,,"-39,85",,,,"-31,9",,,,,,,,,,,,,,,,,,
Mc Donalds,,,,"-48,8",,,,,,,,,,,,,,,,,,,,,,,
M Fernanda,,-11,,,,,,,,,,,,,,,,,,,,,,,,,
Mania de Churrasco,,,,,"-442,4",,,,,,,,,,,,,,,,,,,,,,
Maria Aparecida Guaratuba,,,,,,,,,,-30,,,,,,,,,,,,,,,,,
Mislaine da G,,,,,,,,,-82,,,,,,,,,,,,,,,,,,
Missoes Churrascaria,,,,-23,,,,,,,,,,,,,,,,,,,,,,,
Milkshake na Kombi,,-34,,,,,,,,,,,,,,,,,,,,,,,,,
Milho Capela Ilha Comprida,,,,,,,,,,-23,,,,,,,,,,,,,,,,,
Mirella Veiga Perez,,"-213,4",,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight Coffee,,,,,"-8,5",,,,,,,,,,,,,,,,,,,,,,
Mp Empório,,,,,,,,,-30,,,,,,,,,,,,,,,,,,
Mp Enisantos,,,,,,,,,-10,,,,,,,,,,,,,,,,,,
Mp Flor da Vila,,,,,"-16,5",,-10,,-39,,,,,,,,,,,,,,,,,,
Mp Flor da Vila,,,,,,,,,"-24,9",,,,,,,,,,,,,,,,,,
Mp Flor da Vila,,,,,,,,,"-20,5",,,,,,,,,,,,,,,,,,
Mp Lanchonete,,,,-20,,,-20,,,,,,,,,,,,,,,,,,,,
Mp Mercado Sales,,,,,,,,,-2,,,,,,,,,,,,,,,,,,
Mp RodrigoGuedes,,,"-42,6",,,,,-30,,,,,,,,,,,,,,,,,,,
Mp Trailergourmet,,,,,-37,-20,,,-30,,,,,,,,,,,,,,,,,,
Mp Trailergourmet,,,,,-20,,,,,,,,,,,,,,,,,,,,,,
Mult Pizzas,,-68,-82,,,,,-112,,,-18,,,,,,,,,,,,,,,,
NBA Foods,,,,,,,,,,"-48,7",,,,,,,,,,,,,,,,,
Neusa Oliveira,,,,,,,,,,,"-230,84",,,,,,,,,,,,,,,,
Neusa Oliveira,,,,,,,,,,,"-83,39",,,,,,,,,,,,,,,,
Padaria Belas Artes,,,,,"-137,7",-145,,,,,,,,,,,,,,,,,,,,,
Pag Valdecir de Freitas,,,-50,,,"-35,14",,,,,,,,,,,,,,,,,,,,,
Pastelaria Yan,,,,,"-22,5",-28,,,,,,,,,,,,,,,,,,,,,
Pelanda Gastronomia,,,,,,,,,,"-66,44",,,,,,,,,,,,,,,,,
Pesqueiro União,,,,,,,,,,,"-396,1",,,,,,,,,,,,,,,,
Pingo de Mel,,,,,-42,-10,,,,-12,-22,,,,,,,,,,,,,,,,
Pioneer Cleaning,,,,,,-8,-8,,,,,,,,,,,,,,,,,,,,
Pioneer Cleaning,,,,,,-12,,,,,,,,,,,,,,,,,,,,,
Pizza Hut,,,,,,,,,,,"-32,8",,,,,,,,,,,,,,,,
Pizzaria Nobilis,-67,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Açaí ,"-35,38","-21,84",,,,,,,,,,,,,,,,,,,,,,,,,
Pra Kasar,,,,,,,,,"-50,5",,,,,,,,,,,,,,,,,,
Praia Mar Santos,,,,,,,,,,,"-82,6",,,,,,,,,,,,,,,,
Pro Life,,-11,,,,,,,,,,,,,,,,,,,,,,,,,
Quattro,,,"-169,9",,,,,,,"-206,58",,,,,,,,,,,,,,,,,
Raffus,,-90,-100,-95,-95,-95,,,,,,,,,,,,,,,,,,,,,
Raffus,,-95,-95,,,-66,,,,,,,,,,,,,,,,,,,,,
Raffus,,-95,-95,,,,,,,,,,,,,,,,,,,,,,,,
Reisushi,,,,,-35,-32,-169,-16,-32,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-60,-38,,-65,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-7,-46,,,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-32,-20,,,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-7,-3,,,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-25,,,,,,,,,,,,,,,,,,,,,
Reisushi,,,,,,-75,,,,,,,,,,,,,,,,,,,,,
Restaurante Tropical,,,,,,,,,-93,,,,,,,,,,,,,,,,,,
Rodosnack,-131,,"-45,4",,,"-159,18",,-56,,,,,,,,,,,,,,,,,,,
Rodosnack,"-153,57",,,,,-174,,,,,,,,,,,,,,,,,,,,,
Ronaldo Lour,,,,,,,,,-47,-26,,,,,,,,,,,,,,,,,
Rose Salgados,,,,,,-210,,,,,,,,,,,,,,,,,,,,,
Sandra Rodrigues,,,,,,,,,-36,,,,,,,,,,,,,,,,,,
Sandro Hipolito,,,,-50,-94,"-127,6",,,,,,,,,,,,,,,,,,,,,
Seu Gonzaga Pizzaria,,,,,,,,,,,-165,,,,,,,,,,,,,,,,
Sh Refeicoes,,,,,"-91,8",-58,,,,,,,,,,,,,,,,,,,,,
Sorveteria Kaskin,,"-34,39","-50,11","-54,73","-44,88",-50,"-73,9",,,"-57,67",,,,,,,,,,,,,,,,,
Sorveteria Kaskin,,-14,,,,"-168,49",,,,"-49,42",,,,,,,,,,,,,,,,,
Ss Espetinhos,,,,,-11,,,,,,,,,,,,,,,,,,,,,,
Temakeria Kazuko,,"-216,15",,,,,,,,,,,,,,,,,,,,,,,,,
Teresa de Fatima,,,,-96,-39,"-81,5",,,,,"-21,49",,,,,,,,,,,,,,,,
Tettieefoodtruck,,,,,,,,,-40,,,,,,,,,,,,,,,,,,
Thainasayuri,,,,,,,,,-45,,,,,,,,,,,,,,,,,,
The Steak SP,,,,,,,,,,,"-154,5",,,,,,,,,,,,,,,,
Tr3s Registro,,,"-314,27",,,,,,,,,,,,,,,,,,,,,,,,
Unidunite Sorveteria,,,,,-18,,,,,,,,,,,,,,,,,,,,,,
Valle Del Fiume Pizzas,,,,,,,,-47,-40,,,,,,,,,,,,,,,,,,
Valle Del Fiume Pizzas,,,,,,,,-54,,,,,,,,,,,,,,,,,,,
Valle Del Fiume Pizzas,,,,,,,,-7,,,,,,,,,,,,,,,,,,,
Valmir Nunes,,,,,,,,-49,,,,,,,,,,,,,,,,,,,
Vila Verde,,"-107,8",,,,"-57,1",,,,"-187,4",,,,,,,,,,,,,,,,,
Vila Verde,,"-99,3",,,,,,,,,,,,,,,,,,,,,,,,,
Wissam Jaafar Hejazi,"-35,88",,,,,,,,"-66,99","-44,96",,,,,,,,,,,,,,,,,
Zhao Jingwen,,-18,,,-50,,-48,,,,,,,,,,,,,,,,,,,,
Zp Samuel,,,,,-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outros:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acqua Lavanderia,"-192,62","-167,88","-195,75",-163,"-60,9",,,-239,,,-239,"-41,68",,,,,,,,,,,,,,,
Acqua Vida Academia,-195,,-210,,"-210,79",,,,,,,,,,,,,,,,,,,,,,
Advance,,,,"-75,75",-7,-22,-40,-27,"-41,5","-78,38","-88,5",-42,,,,,,,,,,,,,,,
Advance,,,,-24,"-83,3","-137,77","-66,74",-19,"-77,58","-95,48",-9,,,,,,,,,,,,,,,,
Advance,,,,"-134,5","-7,9","-21,1",-87,-36,-34,"-93,25",-27,,,,,,,,,,,,,,,,
Advance,,,,-30,"-130,75","-4,2",,"-75,99","-56,49",,"-235,79",,,,,,,,,,,,,,,,
Advance,,,,,"-16,9",,,"-86,49","-116,25",,"-47,7",,,,,,,,,,,,,,,,
Advance,,,,,,,,"-76,7",,,"-68,75",,,,,,,,,,,,,,,,
Advance,,,,,,,,-30,,,,,,,,,,,,,,,,,,,
Advance,,,,,,,,"-26,25",,,,,,,,,,,,,,,,,,,
Advance,,,,,,,,"-108,85",,,,,,,,,,,,,,,,,,,
Advance,,,,,,,,"-37,99",,,,,,,,,,,,,,,,,,,
Aghata Perfumaria,,,,,"-33,5",,,,,-100,,,,,,,,,,,,,,,,,
Airbnb,,,,,,"-492,14",,,"-107,01",,,,,,,,,,,,,,,,,,
Aline Lima de Campos,,,,,,,,,,-135,,,,,,,,,,,,,,,,,
Arena Allianz Parque,,,-200,,,,,,,,,,,,,,,,,,,,,,,,
Auto Elétrica Ivan,,,,,,,,,,,-10,,,,,,,,,,,,,,,,
Barigui Curitiba,,,,,,,,,,"-109,5",,,,,,,,,,,,,,,,,
Bia Presentes,,,-15,,-85,,,"-107,5",,,,"-22,9",,,,,,,,,,,,,,,
Bia Presentes,,,-10,,,,,,,,,,,,,,,,,,,,,,,,
Bla Belle,,,,,,,,,-180,-130,,,,,,,,,,,,,,,,,
Cachoeira do Meu Deus,,,,,-60,,,,,,,,,,,,,,,,,,,,,,
Calçados Tanaka,"-34,45",,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Klein,-99,,,,,,,,,,,,,,,,,,,,,,,,,,
Campos Materiais,"-141,6",-14,,,"-141,6","-39,62",,,,,"-159,31",,,,,,,,,,,,,,,,
Campos Materiais,,"-12,77",,,-26,-35,,,,,,,,,,,,,,,,,,,,,
Campos Materiais,,"-67,25",,,-33,,,,,,,,,,,,,,,,,,,,,,
Campos Materiais,,,,,-8,,,,,,,,,,,,,,,,,,,,,,
Cardiovale Registro,,-550,-250,,,,,,,,,,,,,,,,,,,,,,,,
Casa Cardoso,,,"-64,8",,,-90,"-10,9","-8,9","-2,5","-7,5","-27,5","-5,5",,,,,,,,,,,,,,,
Casa Cardoso,,,-42,,,-80,,,"-44,7",,,,,,,,,,,,,,,,,,
Casa Cardoso,,,-5,,,-55,,,"-48,15",,,,,,,,,,,,,,,,,,
Casa Cardoso,,,,,,,,,"-50,8",,,,,,,,,,,,,,,,,,
Casa Cardoso,,,,,,,,,-10,,,,,,,,,,,,,,,,,,
CDC Comércio de Roupas,"-169,7",,,,,,,,,,,,,,,,,,,,,,,,,,
Celiane Cláudio Dias,,,,"-206,51",,,,,,,,,,,,,,,,,,,,,,,
Cinemark,,,-66,,,,,,,,,,,,,,,,,,,,,,,,
Clube VestCasa,,,,,,-100,,,,,,,,,,,,,,,,,,,,,
Compra Fácil Presentes,,-32,,,,,,,,,,,,,,,,,,,,,,,,,
Convênio Celular,-412,-412,-412,-412,-412,-420,-420,-420,"-428,52",-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,-420,,
Daiso Brasil,,"-78,93",,,,,,,,"-21,99",,,,,,,,,,,,,,,,,
Daiso Brasil,,"-144,91",,,,,,,,,,,,,,,,,,,,,,,,,
Danieli Zanon,,,,,,,,"-103,26",,,,,,,,,,,,,,,,,,,
Dmudemy,,"-49,9",,,,,,,,,,,,,,,,,,,,,,,,,
Estacionamento,,"-19,5",,,,,-60,,,,,,,,,,,,,,,,,,,,
Estacionamento,,-16,,,,,,,,,,,,,,,,,,,,,,,,,
Estacionamento,,-16,,,,,,,,,,,,,,,,,,,,,,,,,
Estacionamento,,-17,,,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,,,,,,,,,,-95,,,,,,,,,,,,,,,,,
Froma,,,,,"-42,3",,,,,,,,,,,,,,,,,,,,,,
Froma,,,,,"-18,35",,,,,,,,,,,,,,,,,,,,,,
Gilvana Luiza Lobo,,-15,,,,,,,,,,,,,,,,,,,,,,,,,
Giovani Luiz Machado,"-51,46",,,,,,,,,,,,,,,,,,,,,,,,,,
Guthierry,,,,,,"-39,99",,,,,,,,,,,,,,,,,,,,,
Havaianas,"-49,98",,,,,,,,,,,,,,,,,,,,,,,,,,
Hering,,,,"-88,99",,,,,,,,,,,,,,,,,,,,,,,
Hering,,,,-20,,,,,,,,,,,,,,,,,,,,,,,
Htm Salmosemmusica,,,,,,,,,,"-37,9",,,,,,,,,,,,,,,,,
Isejima,,,,"-26,9",,,,,,,,,,,,,,,,,,,,,,,
Janaina Modas,,,,,-105,,,,,,,,,,,,,,,,,,,,,,
Jaque Modas,,,,,,,,-70,,,,,,,,,,,,,,,,,,,
Jaqueline Yasmin,,,,,,,,"-30,7","-26,8",,,,,,,,,,,,,,,,,,
Johny Chaveiro,,,,,,-80,,,,,,,,,,,,,,,,,,,,,
Julio Gas,,,,,-120,,,,,-125,,,,,,,,,,,,,,,,,
Juros,"-137,56","18,57",,,,,,,,,,,,,,,,,,,,,,,,,
Laboratório Central,,,,-51,,,,,,,,,,,,,,,,,,,,,,,
Linda Maralinda,,,,,,,,-60,,,,,,,,,,,,,,,,,,,
Loja de Variedades,,"-74,9",,-12,,,,,,,,,,,,,,,,,,,,,,,
Lojas Joarez,,,,,,-40,-24,,,,,,,,,,,,,,,,,,,,
Lojas Mari,,,,,"-21,98",,,,,,,,,,,,,,,,,,,,,,
Lua Shop Ilha Comprida,,,,,,,,,"-33,88",,,,,,,,,,,,,,,,,,
Luciana Regina,,,,,,,,,"-49,8",,,,,,,,,,,,,,,,,,
Marcos Vinicius,,-54,-43,-34,-33,"-57,14",,,,,,,,,,,,,,,,,,,,,
Marcos Vinicius,,,,,"-63,49","-37,18",,,,,,,,,,,,,,,,,,,,,
Mega Vest Casa,,,,,-40,,,,,,,,,,,,,,,,,,,,,,
Mercado Livre,,"-222,84",,"-288,1",-161,"-99,8","-344,39",,,"-390,15",,,,,,,,,,,,,,,,,
Mercado Livre,,-387,,,,,,,,,,,,,,,,,,,,,,,,,
MicheliCristina,,,,-35,,,,"-33,75",-25,-25,,-25,,,,,,,,,,,,,,,
MicheliCristina,,,,,,,,,,-47,,,,,,,,,,,,,,,,,
MicheliCristina,,,,,,,,,,"-74,6",,,,,,,,,,,,,,,,,
MicheliCristina,,,,,,,,,,"-51,25",,,,,,,,,,,,,,,,,
Mina Jacupiranga,,,"-19,8",,,,,,,-29,,,,,,,,,,,,,,,,,
Mislaine,,,,,,-30,,-24,,,,,,,,,,,,,,,,,,,
Mm Jockey,,-40,,,,,,,,,,,,,,,,,,,,,,,,,
Monte Serrat Hotel,,,,,,,,,,,"-241,65",,,,,,,,,,,,,,,,
Mp Bianca Esteticista,,,,,,,,,,,-320,,,,,,,,,,,,,,,,
Mp Mundial Park,,,,,,,,,,,-30,,,,,,,,,,,,,,,,
Mundo Pixar,,-60,,,,,,,,,,,,,,,,,,,,,,,,,
Mw Variedades,,,,,-12,,-9,,,,,,,,,,,,,,,,,,,,
Mw Variedades,,,,,-12,,,,,,,,,,,,,,,,,,,,,,
Mw Variedades,,,,,-29,,,,,,,,,,,,,,,,,,,,,,
Natura Pay,,,"-57,8",,,,,,,,,,,,,,,,,,,,,,,,
New Charm,,,,,,,,"-69,8",,,"-44,9",,,,,,,,,,,,,,,,
O Feirão do Sapato,,"-21,38",,,,,,,,,,,,,,,,,,,,,,,,,
Oggi Sorvetes,,,,,,,,,,,-247,,,,,,,,,,,,,,,,
Oggi Sorvetes,,,,,,,,,,,-117,,,,,,,,,,,,,,,,
Olaria Dois Irmãos,,-15,,,,,,,,,,,,,,,,,,,,,,,,,
Opção Fitness,,,,,,,,,,,-88,,,,,,,,,,,,,,,,
Pag Barbaebenezer,-185,-110,-85,-55,-55,-110,-110,-110,-74,-110,-237,-74,,,,,,,,,,,,,,,
Pag Barbaebenezer,-55,-122,-110,-110,-110,-74,-55,-55,-110,-55,-55,-55,,,,,,,,,,,,,,,
Pag Barbaebenezer,-110,-110,-55,-55,-55,-55,-110,-110,-55,-13,-108,,,,,,,,,,,,,,,,
Pag Barbaebenezer,-74,-92,-110,-110,-110,-55,-55,-55,-110,-74,-75,,,,,,,,,,,,,,,,
Pag Barbaebenezer,-55,-67,,,-55,,,,-55,-110,-55,,,,,,,,,,,,,,,,
Pag Barbaebenezer,,-110,,,,,,,,,,,,,,,,,,,,,,,,,
Pag Barbaebenezer,,-134,,,,,,,,,,,,,,,,,,,,,,,,,
Pag Shortstay Curitiba,"-2333,41",,,,,,,,,,,,,,,,,,,,,,,,,,
Paulista Tecidos,,"-55,6",,,,,-20,,,,,,,,,,,,,,,,,,,,
Pag Ton Essence,,-120,,,,,,,,,,,,,,,,,,,,,,,,,
Pag Ton Lilian Jóias,"-25,8",,,,,,,,,,,,,,,,,,,,,,,,,,
Pernambucanas,,,,,,,,,,"-90,96",,,,,,,,,,,,,,,,,
Pet Mais,,"-17,98","-31,03",,,,,,,,,,,,,,,,,,,,,,,,
Pet Vet,,,,,,,,,,-80,,-188,,,,,,,,,,,,,,,
Pg Eduzz,,,,,,,,,,,-57,,,,,,,,,,,,,,,,
Pg Kids,,,,,,,,,,,"-26,99",,,,,,,,,,,,,,,,
Pitchula Modas,-25,,,,,,,,,,,,,,,,,,,,,,,,,,
Puc,"-278,74","-278,74","-555,6","-544,53","-544,53","-544,53","-544,53","-556,17","-544,53","-544,53","-555,6","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53","-544,53",,
Ração e Cia,-82,,,,,,,,,,,,,,,,,,,,,,,,,,
RC Comercio de Utilidades,,,,"-49,47","-42,95","-85,98","-11,98",,-13,"-29,72","-79,96",,,,,,,,,,,,,,,,
RC Comercio de Utilidades,,,,,"-62,45",,,,"-32,98",,,,,,,,,,,,,,,,,,
RC Comercio de Utilidades,,,,,,,,,"-5,75",,,,,,,,,,,,,,,,,,
RC Comercio de Utilidades,,,,,,,,,"-7,98",,,,,,,,,,,,,,,,,,
RC Comercio de Utilidades,,,,,,,,,"-44,2",,,,,,,,,,,,,,,,,,
Reposição,"8,18",,,,"-8,32",,,,"909,98","298,86",,,,,,,,,,,,,,,,,
Rex Vest Casa,,,,,"-17,66",,,,,,,,,,,,,,,,,,,,,,
Romao Informatica,,,,,-16,,,,,,,,,,,,,,,,,,,,,,
Royal Park,,,,,,,,,,,-55,,,,,,,,,,,,,,,,
Shopping do Real,"-19,99",,,,,,,,,,,,,,,,,,,,,,,,,,
Sympla,,,,,,,,,,,"-186,58",,,,,,,,,,,,,,,,
Terapia da Beleza,-270,-635,-350,-200,-240,-160,-160,,,-200,-200,,,,,,,,,,,,,,,,
Terapia da Beleza,-150,-140,,,,-90,,,,,-180,,,,,,,,,,,,,,,,
Terapia da Beleza,,,,,,-90,,,,,-200,,,,,,,,,,,,,,,,
Tintel Tintas,,"-133,5",,,,,,,,,,,,,,,,,,,,,,,,,
Tintel Tintas,,-63,,,,,,,,,,,,,,,,,,,,,,,,,
Tintel Tintas,,"-58,49",,,,,,,,,,,,,,,,,,,,,,,,,
Toy Store,,,,,,,,"-49,9",,,,,,,,,,,,,,,,,,,
Uber,,"-21,26",,,,,,,,,"-37,84",,,,,,,,,,,,,,,,
Uber,,,,,,,,,,,"-27,95",,,,,,,,,,,,,,,,
Uber,,,,,,,,,,,"-25,19",,,,,,,,,,,,,,,,
Uber,,,,,,,,,,,"-34,25",,,,,,,,,,,,,,,,
Uber,,,,,,,,,,,"-33,5",,,,,,,,,,,,,,,,
Ultrabloco Ltda,-112,,,,,,,,,,,,,,,,,,,,,,,,,,
Verônica Rocha,,,,,,,,,,,-85,,,,,,,,,,,,,,,,
VestCasa,,,,,,"-677,7",,,,,,,,,,,,,,,,,,,,,
Vf Variedades,,,,,,,,,-88,,-148,,,,,,,,,,,,,,,,
Viação Cometa,"-191,04",,,,,,,,,,,,,,,,,,,,,,,,,,
Viação Cometa,"182,54",,,,,,,,,,,,,,,,,,,,,,,,,,
Vício Feminino,,,,,,,,,,-80,,,,,,,,,,,,,,,,,
VIP ,,,,,-70,,-150,,,,,,,,,,,,,,,,,,,,
VIP ,,,,,,,,,,,,,,,,,,,,,,,,,,,
VR Distribuidora,,"-179,6",-42,"-314,2","-26,7","-91,94","-7,75",,"-79,8","-29,85",-14,,,,,,,,,,,,,,,,
VR Distribuidora,,"-123,6",-61,"-64,45","-74,85","-12,8","-65,45",,"-95,9",,"-15,2",,,,,,,,,,,,,,,,
VR Distribuidora,,"-26,95",,"-15,3","-210,9","-48,4","-30,2",,"-25,6",,"-8,5",,,,,,,,,,,,,,,,
VR Distribuidora,,"-38,85",,"-30,9",-14,"-67,25",,,"-155,3",,"-15,4",,,,,,,,,,,,,,,,
VR Distribuidora,,,,,,"-33,7",,,,,"-8,3",,,,,,,,,,,,,,,,
Vitória Régia,,,,,,,,,-360,,,,,,,,,,,,,,,,,,
Wwwembarcai,,"-103,08",,,,,,,,,,,,,,,,,,,,,,,,,
Zap Livros,,,,,,,,,,,"-49,9",,,,,,,,,,,,,,,,
ZH Presentes,,-45,,,"-16,5",,,,,,,,,,,,,,,,,,,,,,
Zona Azul,,,,,"-36,5",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradesco:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alimentação:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comercial de Alimentos,,,"-90,64",,,,,,,,,,,,,,,,,,,,,,,,
Crepaldi,,,,,,"-168,73","-162,25","-78,35",,"-150,16",,,,,,,,,,,,,,,,,
Crepaldi,,,,,,"-36,81","-113,89",,,,,,,,,,,,,,,,,,,,
Docibra,,,,,,,,,,"-219,68",,,,,,,,,,,,,,,,,
Magnânimo,,,,,,"-63,14","-100,86","-144,18",,,,,,,,,,,,,,,,,,,
Magnânimo,,,,,,"-240,55","-206,03",,,,,,,,,,,,,,,,,,,,
Mercadão Atacadista,,,,,,"-1241,49",,,,"-133,46",,,,,,,,,,,,,,,,,
Mercado Bonsai,,,"-389,22",,,,,,,,,,,,,,,,,,,,,,,,
Mercanossa,,,"-25,92",,,,,,,,,,,,,,,,,,,,,,,,
Mini Mercado Boi Pantanero,,,,,,,,,,"-1172,98",,,,,,,,,,,,,,,,,
Padaria Pão & Cia,,,,,,"-12,47",,,,-11,,,,,,,,,,,,,,,,,
Padaria Pão & Cia,,,,,,"-9,6",,,,,,,,,,,,,,,,,,,,,
Pag Mercia Nascimento,,,"-96,7",,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Saletti,,,"-373,7",,,,,,,,,,,,,,,,,,,,,,,,
Zangoza,,,"-465,93",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmácia:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-40,25",,,"-59,34",,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-62,73",,,"-129,54",,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-100,17",,,"-23,55",,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-140,79",,,"-98,75",,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-147,23",,,"-44,5",,,,,,,,,,,,,,,,,,,,,
Drogaria Flor da Vila,,,"-50,85",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combustível:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Posto Guaricana,,,"-218,52",,,,,,,,,,,,,,,,,,,,,,,,
Posto ,,,"-269,37",,,,,,,"-264,58",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivery:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adega BL,,,"-28,98",,,-138,,,,,,,,,,,,,,,,,,,,,
Adega BL,,,"-119,99",,,-123,,,,,,,,,,,,,,,,,,,,,
Ailton Cardozo,,,,,,-75,,,,,,,,,,,,,,,,,,,,,
Aline Borges da Silva,,,"-46,81",,,,,,,,,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,,-6,,,,,,,,,,,,,,,,,,,,,
Ana Claudia Daveis,,,,,,-6,,,,,,,,,,,,,,,,,,,,,
Billy Dog,,,-9,,,,,,,,,,,,,,,,,,,,,,,,
Elderpontessobral,,,,,,"-77,8",,,,,,,,,,,,,,,,,,,,,
Elderpontessobral,,,,,,-60,,,,,,,,,,,,,,,,,,,,,
Isejima,,,"-10,9",,,,,,,,,,,,,,,,,,,,,,,,
Ki Delícia,,,-55,,,,,,,,,,,,,,,,,,,,,,,,
Michelicristina,,,,,,,"-39,99",,,,,,,,,,,,,,,,,,,,
Mislaine,,,-43,,,,,,,,,,,,,,,,,,,,,,,,
Pizzaria Nobilis,,,-95,,,,,,,,,,,,,,,,,,,,,,,,
Raffus,,,-95,,,,,,,,,,,,,,,,,,,,,,,,
Rei Sushi,,,,,,-62,,,,,,,,,,,,,,,,,,,,,
Rei Sushi,,,,,,-50,,,,,,,,,,,,,,,,,,,,,
Sorveteria Kaskin,,,"-30,76",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outros:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance,,,-75,,,,-90,-37,,,,,,,,,,,,,,,,,,,
Acqua Lavanderia,,,,,,,"-169,26",,,,,,,,,,,,,,,,,,,,
Anoton Madeiras,,,,,,,,,,"-35,5",,,,,,,,,,,,,,,,,
Ateliê Aline Kaori,,,,,,,,,,,-130,,,,,,,,,,,,,,,,
Centro Automotivo,,,,,,-95,,,,,,,,,,,,,,,,,,,,,
Cinemark,,,,-143,,,,,,,,,,,,,,,,,,,,,,,
Glamour Cosméticos,,,,,,,-14,,,,,,,,,,,,,,,,,,,,
Ikol Registro,,,"-34,9",,,,,,,,,,,,,,,,,,,,,,,,
Lojas Mil,,,,,,,"-83,9",,,,,,,,,,,,,,,,,,,,
Magazine Campos,,,"-102,5",,,,,,,,,,,,,,,,,,,,,,,,
Pag Barbaebenezer,,,,,,,,,-74,,,,,,,,,,,,,,,,,,
Pioneer Cleaning,,,,,,-18,,,,,,,,,,,,,,,,,,,,,
Pioneer Cleaning,,,,,,-8,,,,,,,,,,,,,,,,,,,,,
Sympla,,"-592,64",,,,,,,,,,,,,,,,,,,,,,,,,
Terapia da Beleza,,,,,,,,,,,-290,,,,,,,,,,,,,,,,
Zig Zig Allianz,,,-36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alimentação:,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacadão,,,,,,"-79,55",,,,,,,,,,,,,,,,,,,,,
Crepaldi,,,,,,,,,,"-19,99","-118,54",,,,,,,,,,,,,,,,
Magnânimo,,,"-165,68","-202,34","-97,23","-73,39",,"-88,47",,,,,,,,,,,,,,,,,,,
Magnânimo,,,"-89,26","-161,19",,"-109,3",,"-52,97",,,,,,,,,,,,,,,,,,,
Magnânimo,,,"-107,63",,,"-134,7",,,,,,,,,,,,,,,,,,,,,
Magnânimo,,,"-72,02",,,"-67,74",,,,,,,,,,,,,,,,,,,,,
Mercado Bonsai,,"-84,2",,,"-43,53",,,,,,,,,,,,,,,,,,,,,,
Mercanossa,"-39,85",,,,,,,,"-18,81",,,,,,,,,,,,,,,,,,
Muffato Taruma,,"-17,44",,,,,,,,,,,,,,,,,,,,,,,,,
Padaria Pão e Cia,"-9,8","-20,1","-10,72",,"-21,55","-19,59","-15,65","-25,05","-29,5","-43,65","-42,6",,,,,,,,,,,,,,,,
Padaria Pão e Cia,"-10,1","-52,7",,,"-41,2","-51,07","-8,7","-27,5",,"-11,02",-48,,,,,,,,,,,,,,,,
